,qPCR Plate,qPCR Well,LC Plate,LC Well,ID Assay Name,ID Template Name,ID Template Conc.,ID Human Conc.,PA Assay Name,PA Template Name,PA Template Conc.,PA Human Conc.,Ct,Ct Call,Tm1,Tm2,Tm3,Tm4,Tm Specif,Tm NS,Tm PD
105,A81_E361_2_ID,D03,20180720_A,D04,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-PaeVIM1,10.0,3000.0,14.0750570297241,True,86.8275451660156,,,,True,False,False
106,A81_E361_2_ID,B03,20180720_A,B04,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,,,3000.0,24.3520679473877,True,77.110237121582,,,,False,False,True
107,A81_E361_2_ID,E03,20180720_A,E04,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-PaeVIM1,100.0,,10.703727722168,True,86.8275451660156,,,,True,False,False
108,A81_E361_2_ID,B04,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,,,3000.0,21.5357151031494,True,77.2471008300781,,,,False,False,True
109,A81_E361_2_ID,F04,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-PaeVIM1,100.0,3000.0,11.5038747787476,True,86.9644088745117,,,,True,False,False
110,A81_E361_2_ID,G04,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-PaeVIM1,1000.0,,7.66049194335938,True,86.9644088745117,,,,True,False,False
111,A81_E361_2_ID,G03,20180720_A,G04,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-PaeVIM1,1000.0,,7.46022987365723,True,86.8275451660156,,,,True,False,False
112,A81_E361_2_ID,G06,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-PaeVIM1,1000.0,,8.23005867004395,True,91.0703125,,,,True,False,False
113,A81_E361_2_ID,F06,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-PaeVIM1,100.0,3000.0,12.7214679718018,True,91.2071838378906,78.6157379150391,,,True,False,True
114,A81_E361_2_ID,H05,20180720_A,P04,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-PaeVIM1,1000.0,3000.0,9.13918304443359,True,91.2071838378906,78.478874206543,,,True,False,True
115,A81_E361_2_ID,A05,20180720_A,I04,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,,,,29.9342727661133,False,78.0682830810547,,,,False,False,True
116,A81_E361_2_ID,E06,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-PaeVIM1,100.0,,10.8970127105713,True,90.9334564208984,,,,True,False,False
117,A81_E361_2_ID,H06,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-PaeVIM1,1000.0,3000.0,8.65855312347412,True,91.2071838378906,78.7526016235352,,,True,False,True
118,A81_E361_2_ID,C05,20180720_A,K04,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-PaeVIM1,10.0,,13.5040512084961,True,90.9334564208984,,,,True,False,False
119,A81_E361_2_ID,F05,20180720_A,N04,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-PaeVIM1,100.0,3000.0,12.8779392242432,True,91.0703125,,,,True,False,False
120,A81_E361_2_ID,A06,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,,,,31.4583110809326,False,80.3949584960938,77.5208282470703,,,False,True,True
121,A81_E361_2_ID,B05,20180720_A,J04,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,,,3000.0,27.0011730194092,True,83.2690963745117,76.8365097045898,,,False,True,True
122,A81_E361_2_ID,E05,20180720_A,M04,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-PaeVIM1,100.0,,10.8026151657104,True,90.9334564208984,,,,True,False,False
123,A81_E361_2_ID,G05,20180720_A,O04,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-PaeVIM1,1000.0,,8.27502727508545,True,91.0703125,,,,True,False,False
124,A81_E361_2_ID,C06,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-PaeVIM1,10.0,,13.6905689239502,True,90.9334564208984,,,,True,False,False
125,A81_E361_2_ID,D05,20180720_A,L04,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-PaeVIM1,10.0,3000.0,14.2065935134888,True,90.9334564208984,,,,True,False,False
126,A81_E361_2_ID,B06,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,,,3000.0,25.2430000305176,True,83.4059600830078,77.6576919555664,,,False,True,True
127,A81_E361_2_ID,D06,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-PaeVIM1,10.0,3000.0,13.384539604187,True,90.9334564208984,,,,True,False,False
128,A81_E361_2_ID,F08,,,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,100.0,3000.0,8.53371238708496,True,88.0593185424805,,,,True,False,False
129,A81_E361_2_ID,B07,20180720_A,B05,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,,,3000.0,29.8643074035645,False,76.4259185791016,85.1851806640625,,,False,True,True
130,A81_E361_2_ID,G08,,,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,1000.0,,3.90391945838928,True,88.0593185424805,,,,True,False,False
131,A81_E361_2_ID,D07,20180720_A,D05,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,10.0,3000.0,11.5528984069824,True,88.0593185424805,,,,True,False,False
132,A81_E361_2_ID,C07,20180720_A,C05,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,10.0,,11.2027254104614,True,88.0593185424805,,,,True,False,False
133,A81_E361_2_ID,H08,,,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,1000.0,3000.0,5.70192432403564,True,88.0593185424805,,,,True,False,False
134,A81_E361_2_ID,F07,20180720_A,F05,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,100.0,3000.0,9.1485710144043,True,88.0593185424805,,,,True,False,False
135,A81_E361_2_ID,A07,20180720_A,A05,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,,,,28.8332977294922,False,77.9314193725586,,,,False,False,True
136,A81_E361_2_ID,E08,,,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,100.0,,6.21228790283203,True,88.0593185424805,,,,True,False,False
137,A81_E361_2_ID,B08,,,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,,,3000.0,28.4069995880127,False,85.5957794189453,80.1212310791016,,,False,True,False
138,A81_E361_2_ID,E07,20180720_A,E05,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,100.0,,6.50152540206909,True,88.0593185424805,,,,True,False,False
139,A81_E361_2_ID,C08,,,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,10.0,,10.9889860153198,True,88.0593185424805,,,,True,False,False
140,A81_E361_2_ID,G07,20180720_A,G05,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,1000.0,,4.17089605331421,True,88.0593185424805,,,,True,False,False
141,A81_E361_2_ID,A08,,,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,,,,29.3989734649658,False,77.6576919555664,,,,False,False,True
142,A81_E361_2_ID,H07,20180720_A,H05,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,1000.0,3000.0,6.17952680587769,True,88.0593185424805,,,,True,False,False
143,A81_E361_2_ID,D08,,,AMR_vim1_x.6_VIM47_VIM02,,,,AMR_vim1_8.x_VIM45_VIM01,K.pneumoniae-VIM1_13440,10.0,3000.0,11.5970668792725,True,88.0593185424805,,,,True,False,False
144,A81_E361_2_ID,D10,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,10.0,3000.0,12.4048871994019,True,86.8275451660156,,,,True,False,False
145,A81_E361_2_ID,B09,20180720_A,J05,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,,,3000.0,26.1249713897705,False,77.110237121582,,,,False,False,True
146,A81_E361_2_ID,F10,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,100.0,3000.0,9.27467441558838,True,86.8275451660156,,,,True,False,False
147,A81_E361_2_ID,H09,20180720_A,P05,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,1000.0,3000.0,5.78250885009766,True,86.8275451660156,,,,True,False,False
148,A81_E361_2_ID,F09,20180720_A,N05,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,100.0,3000.0,9.33162021636963,True,86.6906814575195,,,,True,False,False
149,A81_E361_2_ID,C10,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,10.0,,11.2101058959961,True,86.8275451660156,,,,True,False,False
150,A81_E361_2_ID,B10,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,,,3000.0,25.4229125976562,False,77.5208282470703,,,,False,False,True
151,A81_E361_2_ID,G10,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,1000.0,,3.95495533943176,True,86.6906814575195,,,,True,False,False
152,A81_E361_2_ID,H10,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,1000.0,3000.0,5.79749011993408,True,86.5538177490234,90.7965850830078,,,True,True,False
153,A81_E361_2_ID,A09,20180720_A,I05,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,,,,34.9017448425293,False,77.9314193725586,,,,False,False,True
154,A81_E361_2_ID,E09,20180720_A,M05,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,100.0,,6.67229413986206,True,86.6906814575195,,,,True,False,False
155,A81_E361_2_ID,A10,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,,,,19.726146697998,True,87.375,,,,True,False,False
156,A81_E361_2_ID,G09,20180720_A,O05,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,1000.0,,3.81761813163757,True,86.6906814575195,,,,True,False,False
157,A81_E361_2_ID,E10,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,100.0,,6.65560579299927,True,86.6906814575195,,,,True,False,False
158,A81_E361_2_ID,C09,20180720_A,K05,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,10.0,,11.6230115890503,True,86.9644088745117,,,,True,False,False
159,A81_E361_2_ID,D09,20180720_A,L05,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,10.0,3000.0,12.2446184158325,True,86.8275451660156,,,,True,False,False
160,A81_E361_2_ID,B11,20180720_A,B06,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,,,3000.0,26.3441295623779,True,83.6796875,77.6576919555664,,,False,True,True
161,A81_E361_2_ID,C12,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,10.0,,11.5976705551147,True,91.3440399169922,77.6576919555664,,,True,False,True
162,A81_E361_2_ID,H11,20180720_A,H06,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,1000.0,3000.0,6.4719934463501,True,91.3440399169922,77.9314193725586,,,True,False,True
163,A81_E361_2_ID,B12,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,,,3000.0,29.0642032623291,False,83.8165512084961,76.8365097045898,,,False,True,True
164,A81_E361_2_ID,D11,20180720_A,D06,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,10.0,3000.0,12.3809366226196,True,91.2071838378906,77.9314193725586,,,True,False,True
165,A81_E361_2_ID,F12,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,100.0,3000.0,10.2545518875122,True,91.3440399169922,,,,True,False,False
166,A81_E361_2_ID,A12,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,,,,32.8262748718262,False,80.3949584960938,,,,False,True,False
167,A81_E361_2_ID,E11,20180720_A,E06,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,100.0,,6.92429971694946,True,91.2071838378906,78.3420104980469,,,True,False,True
168,A81_E361_2_ID,C11,20180720_A,C06,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,10.0,,11.4788579940796,True,91.2071838378906,77.9314193725586,,,True,False,True
169,A81_E361_2_ID,G11,20180720_A,G06,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,1000.0,,4.30661296844482,True,91.2071838378906,79.984375,,,True,False,True
170,A81_E361_2_ID,G12,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,1000.0,,4.71182727813721,True,91.3440399169922,,,,True,False,False
171,A81_E361_2_ID,H12,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,1000.0,3000.0,7.39588594436646,True,91.3440399169922,,,,True,False,False
172,A81_E361_2_ID,A11,20180720_A,A06,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,,,,30.2357425689697,False,80.8055572509766,78.3420104980469,,,False,True,True
173,A81_E361_2_ID,F11,20180720_A,F06,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,100.0,3000.0,10.187572479248,True,91.2071838378906,78.3420104980469,,,True,False,True
174,A81_E361_2_ID,E12,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,100.0,,7.47781419754028,True,91.2071838378906,,,,True,False,False
175,A81_E361_2_ID,D12,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,10.0,3000.0,11.8314876556396,True,91.2071838378906,77.7945556640625,,,True,False,True
176,A81_E361_3_ID,G01,20180720_A,O06,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-AbaVIM2,1000.0,,9.62423801422119,True,86.7644958496094,,,,True,False,False
177,A81_E361_3_ID,B01,20180720_A,J06,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,,,3000.0,24.87526512146,True,77.2545166015625,,,,False,False,True
178,A81_E361_3_ID,A02,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,,,,35.1075401306152,False,77.2545166015625,,,,False,False,True
179,A81_E361_3_ID,E02,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-AbaVIM2,100.0,,12.3021926879883,True,86.4927825927734,,,,True,False,False
180,A81_E361_3_ID,A01,20180720_A,I06,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,,,,34.3605422973633,False,77.3903732299805,,,,False,False,True
181,A81_E361_3_ID,H01,20180720_A,P06,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-AbaVIM2,1000.0,3000.0,10.9199905395508,True,86.7644958496094,,,,True,False,False
182,A81_E361_3_ID,H02,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-AbaVIM2,1000.0,3000.0,9.17142581939697,True,86.7644958496094,,,,True,False,False
183,A81_E361_3_ID,F01,20180720_A,N06,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-AbaVIM2,100.0,3000.0,8.99159526824951,True,86.6286392211914,,,,True,False,False
184,A81_E361_3_ID,F02,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-AbaVIM2,100.0,3000.0,11.5925302505493,True,86.6286392211914,,,,True,False,False
185,A81_E361_3_ID,D02,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-AbaVIM2,10.0,3000.0,13.4947509765625,True,86.4927825927734,,,,True,False,False
186,A81_E361_3_ID,B02,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,,,3000.0,27.8023872375488,True,77.7979431152344,82.5529327392578,,,False,True,True
187,A81_E361_3_ID,C01,20180720_A,K06,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-AbaVIM2,10.0,,14.8942747116089,True,86.4927825927734,,,,True,False,False
188,A81_E361_3_ID,E01,20180720_A,M06,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-AbaVIM2,100.0,,12.367751121521,True,86.6286392211914,,,,True,False,False
189,A81_E361_3_ID,C02,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-AbaVIM2,10.0,,14.6668071746826,True,86.4927825927734,,,,True,False,False
190,A81_E361_3_ID,D01,20180720_A,L06,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-AbaVIM2,10.0,3000.0,13.1803760528564,True,86.6286392211914,,,,True,False,False
191,A81_E361_3_ID,G02,,,AMR_vim1vim2_x.7_VIM49_VIM51,,,,AMR_vim1vim2_10.x_VIM48_VIM30,GeneArt-AbaVIM2,1000.0,,9.40456008911133,True,86.6286392211914,,,,True,False,False
192,A81_E361_3_ID,B04,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,,,3000.0,33.4760589599609,False,78.3413696289062,83.5039291381836,,,False,True,True
193,A81_E361_3_ID,A03,20180720_A,A07,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,,,,30.2282695770264,False,79.0206604003906,,,,False,False,True
194,A81_E361_3_ID,D04,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-AbaVIM2,10.0,3000.0,20.021541595459,True,91.1119079589844,78.3413696289062,,,True,False,True
195,A81_E361_3_ID,A04,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,,,,32.7292327880859,False,78.7489471435547,,,,False,False,True
196,A81_E361_3_ID,D03,20180720_A,D07,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-AbaVIM2,10.0,3000.0,19.6487560272217,True,91.1119079589844,78.3413696289062,,,True,False,True
197,A81_E361_3_ID,C03,20180720_A,C07,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-AbaVIM2,10.0,,19.0313758850098,True,91.1119079589844,78.8847961425781,,,True,False,True
198,A81_E361_3_ID,H04,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-AbaVIM2,1000.0,3000.0,14.3255310058594,True,90.9760589599609,78.0696563720703,,,True,False,True
199,A81_E361_3_ID,E04,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-AbaVIM2,100.0,,16.6313591003418,True,90.9760589599609,78.4772338867188,,,True,False,True
200,A81_E361_3_ID,H03,20180720_A,H07,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-AbaVIM2,1000.0,3000.0,13.615327835083,True,91.1119079589844,,,,True,False,False
201,A81_E361_3_ID,C04,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-AbaVIM2,10.0,,20.6041278839111,True,91.1119079589844,78.4772338867188,,,True,False,True
202,A81_E361_3_ID,F04,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-AbaVIM2,100.0,3000.0,16.8311634063721,True,90.9760589599609,78.6130828857422,,,True,False,True
203,A81_E361_3_ID,F03,20180720_A,F07,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-AbaVIM2,100.0,3000.0,18.9491539001465,True,90.9760589599609,78.3413696289062,,,True,False,True
204,A81_E361_3_ID,G04,,,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-AbaVIM2,1000.0,,15.0178184509277,True,90.9760589599609,78.6130828857422,,,True,False,True
205,A81_E361_3_ID,G03,20180720_A,G07,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-AbaVIM2,1000.0,,15.2298812866211,True,90.9760589599609,,,,True,False,False
206,A81_E361_3_ID,B03,20180720_A,B07,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,,,3000.0,32.670051574707,False,78.4772338867188,85.5417785644531,,,False,True,True
207,A81_E361_3_ID,E03,20180720_A,E07,AMR_vim1vim2_x.8_VIM32_VIM54,,,,AMR_vim1vim2_11.x_VIM52_VIM44,GeneArt-AbaVIM2,100.0,,16.6807289123535,True,90.9760589599609,78.3413696289062,,,True,False,True
